title,authors,published,categories,summary,link
"FAST-LIVO2 on Resource-Constrained Platforms: LiDAR-Inertial-Visual
  Odometry with Efficient Memory and Computation",Bingyang Zhou; Chunran Zheng; Ziming Wang; Fangcheng Zhu; Yixi Cai; Fu Zhang,2025-01-23,cs.RO,"This paper presents a lightweight LiDAR-inertial-visual odometry system
optimized for resource-constrained platforms. It integrates a
degeneration-aware adaptive visual frame selector into error-state iterated
Kalman filter (ESIKF) with sequential updates, improving computation efficiency
significantly while maintaining a similar level of robustness. Additionally, a
memory-efficient mapping structure combining a locally unified visual-LiDAR map
and a long-term visual map achieves a good trade-off between performance and
memory usage. Extensive experiments on x86 and ARM platforms demonstrate the
system's robustness and efficiency. On the Hilti dataset, our system achieves a
33% reduction in per-frame runtime and 47% lower memory usage compared to
FAST-LIVO2, with only a 3 cm increase in RMSE. Despite this slight accuracy
trade-off, our system remains competitive, outperforming state-of-the-art
(SOTA) LIO methods such as FAST-LIO2 and most existing LIVO systems. These
results validate the system's capability for scalable deployment on
resource-constrained edge computing platforms.",http://arxiv.org/abs/2501.13876v1
Autoencoders for Anomaly Detection are Unreliable,Roel Bouman; Tom Heskes,2025-01-23,"cs.LG, cs.AI","Autoencoders are frequently used for anomaly detection, both in the
unsupervised and semi-supervised settings. They rely on the assumption that
when trained using the reconstruction loss, they will be able to reconstruct
normal data more accurately than anomalous data. Some recent works have posited
that this assumption may not always hold, but little has been done to study the
validity of the assumption in theory. In this work we show that this assumption
indeed does not hold, and illustrate that anomalies, lying far away from normal
data, can be perfectly reconstructed in practice. We revisit the theory of
failure of linear autoencoders for anomaly detection by showing how they can
perfectly reconstruct out of bounds, or extrapolate undesirably, and note how
this can be dangerous in safety critical applications. We connect this to
non-linear autoencoders through experiments on both tabular data and real-world
image data, the two primary application areas of autoencoders for anomaly
detection.",http://arxiv.org/abs/2501.13864v1
Dual-Modal Prototype Joint Learning for Compositional Zero-Shot Learning,Shiyu Zhang; Cheng Yan; Yang Liu; Chenchen Jing; Lei Zhou; Wenjun Wang,2025-01-23,cs.CV,"Compositional Zero-Shot Learning (CZSL) aims to recognize novel compositions
of attributes and objects by leveraging knowledge learned from seen
compositions. Recent approaches have explored the use of Vision-Language Models
(VLMs) to align textual and visual modalities. These methods typically employ
prompt engineering, parameter-tuning, and modality fusion to generate rich
textual prototypes that serve as class prototypes for CZSL. However, the
modality gap results in textual prototypes being unable to fully capture the
optimal representations of all class prototypes, particularly those with
fine-grained features, which can be directly obtained from the visual modality.
In this paper, we propose a novel Dual-Modal Prototype Joint Learning framework
for the CZSL task. Our approach, based on VLMs, introduces prototypes in both
the textual and visual modalities. The textual prototype is optimized to
capture broad conceptual information, aiding the model's generalization across
unseen compositions. Meanwhile, the visual prototype is used to mitigate the
classification errors caused by the modality gap and capture fine-grained
details to distinguish images with similar appearances. To effectively optimize
these prototypes, we design specialized decomposition modules and a joint
learning strategy that enrich the features from both modalities. These
prototypes not only capture key category information during training but also
serve as crucial reference targets during inference. Experimental results
demonstrate that our approach achieves state-of-the-art performance in the
closed-world setting and competitive performance in the open-world setting
across three publicly available CZSL benchmarks. These findings validate the
effectiveness of our method in advancing compositional generalization.",http://arxiv.org/abs/2501.13859v1
"First Lessons Learned of an Artificial Intelligence Robotic System for
  Autonomous Coarse Waste Recycling Using Multispectral Imaging-Based Methods",Timo Lange; Ajish Babu; Philipp Meyer; Matthis Keppner; Tim Tiedemann; Martin Wittmaier; Sebastian Wolff; Thomas Vögele,2025-01-23,"cs.CV, cs.LG, cs.RO","Current disposal facilities for coarse-grained waste perform manual sorting
of materials with heavy machinery. Large quantities of recyclable materials are
lost to coarse waste, so more effective sorting processes must be developed to
recover them. Two key aspects to automate the sorting process are object
detection with material classification in mixed piles of waste, and autonomous
control of hydraulic machinery. Because most objects in those accumulations of
waste are damaged or destroyed, object detection alone is not feasible in the
majority of cases. To address these challenges, we propose a classification of
materials with multispectral images of ultraviolet (UV), visual (VIS), near
infrared (NIR), and short-wave infrared (SWIR) spectrums. Solution for
autonomous control of hydraulic heavy machines for sorting of bulky waste is
being investigated using cost-effective cameras and artificial
intelligence-based controllers.",http://arxiv.org/abs/2501.13855v1
"Large Vision-Language Models for Knowledge-Grounded Data Annotation of
  Memes",Shiling Deng; Serge Belongie; Peter Ebert Christensen,2025-01-23,cs.LG,"Memes have emerged as a powerful form of communication, integrating visual
and textual elements to convey humor, satire, and cultural messages. Existing
research has focused primarily on aspects such as emotion classification, meme
generation, propagation, interpretation, figurative language, and
sociolinguistics, but has often overlooked deeper meme comprehension and
meme-text retrieval. To address these gaps, this study introduces
ClassicMemes-50-templates (CM50), a large-scale dataset consisting of over
33,000 memes, centered around 50 popular meme templates. We also present an
automated knowledge-grounded annotation pipeline leveraging large
vision-language models to produce high-quality image captions, meme captions,
and literary device labels overcoming the labor intensive demands of manual
annotation. Additionally, we propose a meme-text retrieval CLIP model (mtrCLIP)
that utilizes cross-modal embedding to enhance meme analysis, significantly
improving retrieval performance. Our contributions include:(1) a novel dataset
for large-scale meme study, (2) a scalable meme annotation framework, and (3) a
fine-tuned CLIP for meme-text retrieval, all aimed at advancing the
understanding and analysis of memes at scale.",http://arxiv.org/abs/2501.13851v1
Where Do You Go? Pedestrian Trajectory Prediction using Scene Features,Mohammad Ali Rezaei; Fardin Ayar; Ehsan Javanmardi; Manabu Tsukada; Mahdi Javanmardi,2025-01-23,"cs.CV, cs.AI, cs.LG","Accurate prediction of pedestrian trajectories is crucial for enhancing the
safety of autonomous vehicles and reducing traffic fatalities involving
pedestrians. While numerous studies have focused on modeling interactions among
pedestrians to forecast their movements, the influence of environmental factors
and scene-object placements has been comparatively underexplored. In this
paper, we present a novel trajectory prediction model that integrates both
pedestrian interactions and environmental context to improve prediction
accuracy. Our approach captures spatial and temporal interactions among
pedestrians within a sparse graph framework. To account for pedestrian-scene
interactions, we employ advanced image enhancement and semantic segmentation
techniques to extract detailed scene features. These scene and interaction
features are then fused through a cross-attention mechanism, enabling the model
to prioritize relevant environmental factors that influence pedestrian
movements. Finally, a temporal convolutional network processes the fused
features to predict future pedestrian trajectories. Experimental results
demonstrate that our method significantly outperforms existing state-of-the-art
approaches, achieving ADE and FDE values of 0.252 and 0.372 meters,
respectively, underscoring the importance of incorporating both social
interactions and environmental context in pedestrian trajectory prediction.",http://arxiv.org/abs/2501.13848v1
"Think Outside the Data: Colonial Biases and Systemic Issues in Automated
  Moderation Pipelines for Low-Resource Languages",Farhana Shahid; Mona Elswah; Aditya Vashistha,2025-01-23,"cs.CL, cs.HC","Most social media users come from non-English speaking countries in the
Global South. Despite the widespread prevalence of harmful content in these
regions, current moderation systems repeatedly struggle in low-resource
languages spoken there. In this work, we examine the challenges AI researchers
and practitioners face when building moderation tools for low-resource
languages. We conducted semi-structured interviews with 22 AI researchers and
practitioners specializing in automatic detection of harmful content in four
diverse low-resource languages from the Global South. These are: Tamil from
South Asia, Swahili from East Africa, Maghrebi Arabic from North Africa, and
Quechua from South America. Our findings reveal that social media companies'
restrictions on researchers' access to data exacerbate the historical
marginalization of these languages, which have long lacked datasets for
studying online harms. Moreover, common preprocessing techniques and language
models, predominantly designed for data-rich English, fail to account for the
linguistic complexity of low-resource languages. This leads to critical errors
when moderating content in Tamil, Swahili, Arabic, and Quechua, which are
morphologically richer than English. Based on our findings, we establish that
the precarities in current moderation pipelines are rooted in deep systemic
inequities and continue to reinforce historical power imbalances. We conclude
by discussing multi-stakeholder approaches to improve moderation for
low-resource languages.",http://arxiv.org/abs/2501.13836v1
On the Reasoning Capacity of AI Models and How to Quantify It,Santosh Kumar Radha; Oktay Goktas,2025-01-23,"cs.AI, cs.CL, cs.IT, math.IT","Recent advances in Large Language Models (LLMs) have intensified the debate
surrounding the fundamental nature of their reasoning capabilities. While
achieving high performance on benchmarks such as GPQA and MMLU, these models
exhibit limitations in more complex reasoning tasks, highlighting the need for
more rigorous evaluation methodologies. We propose a novel phenomenological
approach that goes beyond traditional accuracy metrics to probe the underlying
mechanisms of model behavior, establishing a framework that could broadly
impact how we analyze and understand AI systems. Using positional bias in
multiple-choice reasoning tasks as a case study, we demonstrate how systematic
perturbations can reveal fundamental aspects of model decision-making. To
analyze these behaviors, we develop two complementary phenomenological models:
a Probabilistic Mixture Model (PMM) that decomposes model responses into
reasoning, memorization, and guessing components and an Information-Theoretic
Consistency (ITC) analysis that quantifies the relationship between model
confidence and strategy selection. Through controlled experiments on reasoning
benchmarks, we show that true reasoning remains challenging for current models,
with apparent success often relying on sophisticated combinations of
memorization and pattern matching rather than genuine logical deduction. More
fundamentally, we demonstrate that accuracy alone often overstates a model's
reasoning abilities, as model behavior can be characterized through underlying
mechanisms in the phase space of cognitive strategies, revealing how models
dynamically balance different approaches when responding to queries. This
framework enables quantitative criteria for real-world deployments, allowing
applications to specify reliability thresholds based on strategy distributions
rather than aggregate performance metrics.",http://arxiv.org/abs/2501.13833v1
"Predicting Compact Phrasal Rewrites with Large Language Models for ASR
  Post Editing",Hao Zhang; Felix Stahlberg; Shankar Kumar,2025-01-23,"cs.CL, cs.AI, cs.LG","Large Language Models (LLMs) excel at rewriting tasks such as text style
transfer and grammatical error correction. While there is considerable overlap
between the inputs and outputs in these tasks, the decoding cost still
increases with output length, regardless of the amount of overlap. By
leveraging the overlap between the input and the output, Kaneko and Okazaki
(2023) proposed model-agnostic edit span representations to compress the
rewrites to save computation. They reported an output length reduction rate of
nearly 80% with minimal accuracy impact in four rewriting tasks. In this paper,
we propose alternative edit phrase representations inspired by phrase-based
statistical machine translation. We systematically compare our phrasal
representations with their span representations. We apply the LLM rewriting
model to the task of Automatic Speech Recognition (ASR) post editing and show
that our target-phrase-only edit representation has the best
efficiency-accuracy trade-off. On the LibriSpeech test set, our method closes
50-60% of the WER gap between the edit span model and the full rewrite model
while losing only 10-20% of the length reduction rate of the edit span model.",http://arxiv.org/abs/2501.13831v1
"A space-decoupling framework for optimization on bounded-rank matrices
  with orthogonally invariant constraints",Yan Yang; Bin Gao; Ya-xiang Yuan,2025-01-23,"math.OC, cs.AI, cs.LG","Imposing additional constraints on low-rank optimization has garnered growing
interest. However, the geometry of coupled constraints hampers the
well-developed low-rank structure and makes the problem intricate. To this end,
we propose a space-decoupling framework for optimization on bounded-rank
matrices with orthogonally invariant constraints. The ``space-decoupling"" is
reflected in several ways. We show that the tangent cone of coupled constraints
is the intersection of tangent cones of each constraint. Moreover, we decouple
the intertwined bounded-rank and orthogonally invariant constraints into two
spaces, leading to optimization on a smooth manifold. Implementing Riemannian
algorithms on this manifold is painless as long as the geometry of additional
constraints is known. In addition, we unveil the equivalence between the
reformulated problem and the original problem. Numerical experiments on
real-world applications -- spherical data fitting, graph similarity measuring,
low-rank SDP, model reduction of Markov processes, reinforcement learning, and
deep learning -- validate the superiority of the proposed framework.",http://arxiv.org/abs/2501.13830v1
MV-GMN: State Space Model for Multi-View Action Recognition,Yuhui Lin; Jiaxuan Lu; Yue Yong; Jiahao Zhang,2025-01-23,cs.CV,"Recent advancements in multi-view action recognition have largely relied on
Transformer-based models. While effective and adaptable, these models often
require substantial computational resources, especially in scenarios with
multiple views and multiple temporal sequences. Addressing this limitation,
this paper introduces the MV-GMN model, a state-space model specifically
designed to efficiently aggregate multi-modal data (RGB and skeleton),
multi-view perspectives, and multi-temporal information for action recognition
with reduced computational complexity. The MV-GMN model employs an innovative
Multi-View Graph Mamba network comprising a series of MV-GMN blocks. Each block
includes a proposed Bidirectional State Space Block and a GCN module. The
Bidirectional State Space Block introduces four scanning strategies, including
view-prioritized and time-prioritized approaches. The GCN module leverages
rule-based and KNN-based methods to construct the graph network, effectively
integrating features from different viewpoints and temporal instances.
Demonstrating its efficacy, MV-GMN outperforms the state-of-the-arts on several
datasets, achieving notable accuracies of 97.3\% and 96.7\% on the NTU RGB+D
120 dataset in cross-subject and cross-view scenarios, respectively. MV-GMN
also surpasses Transformer-based baselines while requiring only linear
inference complexity, underscoring the model's ability to reduce computational
load and enhance the scalability and applicability of multi-view action
recognition technologies.",http://arxiv.org/abs/2501.13829v1
"PhotoGAN: Generative Adversarial Neural Network Acceleration with
  Silicon Photonics",Tharini Suresh; Salma Afifi; Sudeep Pasricha,2025-01-23,"cs.AR, cs.LG","Generative Adversarial Networks (GANs) are at the forefront of AI innovation,
driving advancements in areas such as image synthesis, medical imaging, and
data augmentation. However, the unique computational operations within GANs,
such as transposed convolutions and instance normalization, introduce
significant inefficiencies when executed on traditional electronic
accelerators, resulting in high energy consumption and suboptimal performance.
To address these challenges, we introduce PhotoGAN, the first silicon-photonic
accelerator designed to handle the specialized operations of GAN models. By
leveraging the inherent high throughput and energy efficiency of silicon
photonics, PhotoGAN offers an innovative, reconfigurable architecture capable
of accelerating transposed convolutions and other GAN-specific layers. The
accelerator also incorporates a sparse computation optimization technique to
reduce redundant operations, improving computational efficiency. Our
experimental results demonstrate that PhotoGAN achieves at least 4.4x higher
GOPS and 2.18x lower energy-per-bit (EPB) compared to state-of-the-art
accelerators, including GPUs and TPUs. These findings showcase PhotoGAN as a
promising solution for the next generation of GAN acceleration, providing
substantial gains in both performance and energy efficiency.",http://arxiv.org/abs/2501.13828v1
"Video-MMMU: Evaluating Knowledge Acquisition from Multi-Discipline
  Professional Videos",Kairui Hu; Penghao Wu; Fanyi Pu; Wang Xiao; Yuanhan Zhang; Xiang Yue; Bo Li; Ziwei Liu,2025-01-23,"cs.CV, cs.CL","Humans acquire knowledge through three cognitive stages: perceiving
information, comprehending knowledge, and adapting knowledge to solve novel
problems. Videos serve as an effective medium for this learning process,
facilitating a progression through these cognitive stages. However, existing
video benchmarks fail to systematically evaluate the knowledge acquisition
capabilities in Large Multimodal Models (LMMs). To address this gap, we
introduce Video-MMMU, a multi-modal, multi-disciplinary benchmark designed to
assess LMMs' ability to acquire and utilize knowledge from videos. Video-MMMU
features a curated collection of 300 expert-level videos and 900
human-annotated questions across six disciplines, evaluating knowledge
acquisition through stage-aligned question-answer pairs: Perception,
Comprehension, and Adaptation. A proposed knowledge gain metric,
{\Delta}knowledge, quantifies improvement in performance after video viewing.
Evaluation of LMMs reveals a steep decline in performance as cognitive demands
increase and highlights a significant gap between human and model knowledge
acquisition, underscoring the need for methods to enhance LMMs' capability to
learn and adapt from videos.",http://arxiv.org/abs/2501.13826v1
Hallucinations Can Improve Large Language Models in Drug Discovery,Shuzhou Yuan; Michael Färber,2025-01-23,"cs.CL, cs.AI","Concerns about hallucinations in Large Language Models (LLMs) have been
raised by researchers, yet their potential in areas where creativity is vital,
such as drug discovery, merits exploration. In this paper, we come up with the
hypothesis that hallucinations can improve LLMs in drug discovery. To verify
this hypothesis, we use LLMs to describe the SMILES string of molecules in
natural language and then incorporate these descriptions as part of the prompt
to address specific tasks in drug discovery. Evaluated on seven LLMs and five
classification tasks, our findings confirm the hypothesis: LLMs can achieve
better performance with text containing hallucinations. Notably, Llama-3.1-8B
achieves an 18.35% gain in ROC-AUC compared to the baseline without
hallucination. Furthermore, hallucinations generated by GPT-4o provide the most
consistent improvements across models. Additionally, we conduct empirical
analyses and a case study to investigate key factors affecting performance and
the underlying reasons. Our research sheds light on the potential use of
hallucinations for LLMs and offers new perspectives for future research
leveraging LLMs in drug discovery.",http://arxiv.org/abs/2501.13824v1
Consistent spectral clustering in sparse tensor block models,Ian Välimaa; Lasse Leskelä,2025-01-23,"math.ST, cs.LG, math.PR, stat.TH, 62H30","High-order clustering aims to classify objects in multiway datasets that are
prevalent in various fields such as bioinformatics, social network analysis,
and recommendation systems. These tasks often involve data that is sparse and
high-dimensional, presenting significant statistical and computational
challenges. This paper introduces a tensor block model specifically designed
for sparse integer-valued data tensors. We propose a simple spectral clustering
algorithm augmented with a trimming step to mitigate noise fluctuations, and
identify a density threshold that ensures the algorithm's consistency. Our
approach models sparsity using a sub-Poisson noise concentration framework,
accommodating heavier than sub-Gaussian tails. Remarkably, this natural class
of tensor block models is closed under aggregation across arbitrary modes.
Consequently, we obtain a comprehensive framework for evaluating the tradeoff
between signal loss and noise reduction during data aggregation. The analysis
is based on a novel concentration bound for sparse random Gram matrices. The
theoretical findings are illustrated through simulation experiments.",http://arxiv.org/abs/2501.13820v1
"Ensuring Medical AI Safety: Explainable AI-Driven Detection and
  Mitigation of Spurious Model Behavior and Associated Data",Frederik Pahde; Thomas Wiegand; Sebastian Lapuschkin; Wojciech Samek,2025-01-23,"cs.AI, cs.CV, cs.LG","Deep neural networks are increasingly employed in high-stakes medical
applications, despite their tendency for shortcut learning in the presence of
spurious correlations, which can have potentially fatal consequences in
practice. Detecting and mitigating shortcut behavior is a challenging task that
often requires significant labeling efforts from domain experts. To alleviate
this problem, we introduce a semi-automated framework for the identification of
spurious behavior from both data and model perspective by leveraging insights
from eXplainable Artificial Intelligence (XAI). This allows the retrieval of
spurious data points and the detection of model circuits that encode the
associated prediction rules. Moreover, we demonstrate how these shortcut
encodings can be used for XAI-based sample- and pixel-level data annotation,
providing valuable information for bias mitigation methods to unlearn the
undesired shortcut behavior. We show the applicability of our framework using
four medical datasets across two modalities, featuring controlled and
real-world spurious correlations caused by data artifacts. We successfully
identify and mitigate these biases in VGG16, ResNet50, and contemporary Vision
Transformer models, ultimately increasing their robustness and applicability
for real-world medical tasks.",http://arxiv.org/abs/2501.13818v1
Temporal Logic Guided Safe Navigation for Autonomous Vehicles,Aditya Parameshwaran; Yue Wang,2025-01-23,"cs.RO, cs.FL, cs.SY, eess.SY","Safety verification for autonomous vehicles (AVs) and ground robots is
crucial for ensuring reliable operation given their uncertain environments.
Formal language tools provide a robust and sound method to verify safety rules
for such complex cyber-physical systems. In this paper, we propose a hybrid
approach that combines the strengths of formal verification languages like
Linear Temporal Logic (LTL) and Signal Temporal Logic (STL) to generate safe
trajectories and optimal control inputs for autonomous vehicle navigation. We
implement a symbolic path planning approach using LTL to generate a formally
safe reference trajectory. A mixed integer linear programming (MILP) solver is
then used on this reference trajectory to solve for the control inputs while
satisfying the state, control and safety constraints described by STL. We test
our proposed solution on two environments and compare the results with popular
path planning algorithms. In contrast to conventional path planning algorithms,
our formally safe solution excels in handling complex specification scenarios
while ensuring both safety and comparable computation times.",http://arxiv.org/abs/2501.13817v1
By-Example Synthesis of Vector Textures,Christopher Palazzolo; Oliver van Kaick; David Mould,2025-01-23,"cs.CV, cs.GR","We propose a new method for synthesizing an arbitrarily sized novel vector
texture given a single raster exemplar. Our method first segments the exemplar
to extract the primary textons, and then clusters them based on visual
similarity. We then compute a descriptor to capture each texton's neighborhood
which contains the inter-category relationships that are used at synthesis
time. Next, we use a simple procedure to both extract and place the secondary
textons behind the primary polygons. Finally, our method constructs a gradient
field for the background which is defined by a set of data points and colors.
The color of the secondary polygons are also adjusted to better match the
gradient field. To compare our work with other methods, we use a wide range of
perceptual-based metrics.",http://arxiv.org/abs/2501.13812v1
Learning to Help in Multi-Class Settings,Yu Wu; Yansong Li; Zeyu Dong; Nitya Sathyavageeswaran; Anand D. Sarwate,2025-01-23,"cs.LG, cs.AI","Deploying complex machine learning models on resource-constrained devices is
challenging due to limited computational power, memory, and model
retrainability. To address these limitations, a hybrid system can be
established by augmenting the local model with a server-side model, where
samples are selectively deferred by a rejector and then sent to the server for
processing. The hybrid system enables efficient use of computational resources
while minimizing the overhead associated with server usage. The recently
proposed Learning to Help (L2H) model trains a server model given a fixed local
(client) model, differing from the Learning to Defer (L2D) framework, which
trains the client for a fixed (expert) server. In both L2D and L2H, the
training includes learning a rejector at the client to determine when to query
the server. In this work, we extend the L2H model from binary to multi-class
classification problems and demonstrate its applicability in a number of
different scenarios of practical interest in which access to the server may be
limited by cost, availability, or policy. We derive a stage-switching surrogate
loss function that is differentiable, convex, and consistent with the Bayes
rule corresponding to the 0-1 loss for the L2H model. Experiments show that our
proposed methods offer an efficient and practical solution for multi-class
classification in resource-constrained environments.",http://arxiv.org/abs/2501.13810v1
"Generation of reusable learning objects from digital medical
  collections: An analysis based on the MASMDOA framework",Félix Buendía; Joaquín Gayoso-Cabada; José-Luis Sierra,2025-01-23,"cs.CL, cs.HC","Learning Objects represent a widespread approach to structuring instructional
materials in a large variety of educational contexts. The main aim of this work
consists of analyzing from a qualitative point of view the process of
generating reusable learning objects (RLOs) followed by Clavy, a tool that can
be used to retrieve data from multiple medical knowledge sources and
reconfigure such sources in diverse multimedia-based structures and
organizations. From these organizations, Clavy is able to generate learning
objects which can be adapted to various instructional healthcare scenarios with
several types of user profiles and distinct learning requirements. Moreover,
Clavy provides the capability of exporting these learning objects through
educational standard specifications, which improves their reusability features.
The analysis insights highlight the importance of having a tool able to
transfer knowledge from the available digital medical collections to learning
objects that can be easily accessed by medical students and healthcare
practitioners through the most popular e-learning platforms.",http://arxiv.org/abs/2501.13806v1
"EgoHand: Ego-centric Hand Pose Estimation and Gesture Recognition with
  Head-mounted Millimeter-wave Radar and IMUs",Yizhe Lv; Tingting Zhang; Yunpeng Song; Han Ding; Jinsong Han; Fei Wang,2025-01-23,cs.CV,"Recent advanced Virtual Reality (VR) headsets, such as the Apple Vision Pro,
employ bottom-facing cameras to detect hand gestures and inputs, which offers
users significant convenience in VR interactions. However, these bottom-facing
cameras can sometimes be inconvenient and pose a risk of unintentionally
exposing sensitive information, such as private body parts or personal
surroundings. To mitigate these issues, we introduce EgoHand. This system
provides an alternative solution by integrating millimeter-wave radar and IMUs
for hand gesture recognition, thereby offering users an additional option for
gesture interaction that enhances privacy protection. To accurately recognize
hand gestures, we devise a two-stage skeleton-based gesture recognition scheme.
In the first stage, a novel end-to-end Transformer architecture is employed to
estimate the coordinates of hand joints. Subsequently, these estimated joint
coordinates are utilized for gesture recognition. Extensive experiments
involving 10 subjects show that EgoHand can detect hand gestures with 90.8%
accuracy. Furthermore, EgoHand demonstrates robust performance across a variety
of cross-domain tests, including different users, dominant hands, body
postures, and scenes.",http://arxiv.org/abs/2501.13805v1
"Towards Real-World Validation of a Physics-Based Ship Motion Prediction
  Model",Michail Mathioudakis; Christos Papandreou; Theodoros Stouraitis; Vicky Margari; Antonios Nikitakis; Stavros Paschalakis; Konstantinos Kyriakopoulos; Kostas J. Spyrou,2025-01-23,"eess.SY, cs.RO, cs.SY","The maritime industry aims towards a sustainable future, which requires
significant improvements in operational efficiency. Current approaches focus on
minimising fuel consumption and emissions through greater autonomy. Efficient
and safe autonomous navigation requires high-fidelity ship motion models
applicable to real-world conditions. Although physics-based ship motion models
can predict ships' motion with sub-second resolution, their validation in
real-world conditions is rarely found in the literature. This study presents a
physics-based 3D dynamics motion model that is tailored to a container-ship,
and compares its predictions against real-world voyages. The model integrates
vessel motion over time and accounts for its hydrodynamic behavior under
different environmental conditions. The model's predictions are evaluated
against real vessel data both visually and using multiple distance measures.
Both methodologies demonstrate that the model's predictions align closely with
the real-world trajectories of the container-ship.",http://arxiv.org/abs/2501.13804v1
"PromptMono: Cross Prompting Attention for Self-Supervised Monocular
  Depth Estimation in Challenging Environments",Changhao Wang; Guanwen Zhang; Zhengyun Cheng; Wei Zhou,2025-01-23,cs.CV,"Considerable efforts have been made to improve monocular depth estimation
under ideal conditions. However, in challenging environments, monocular depth
estimation still faces difficulties. In this paper, we introduce visual prompt
learning for predicting depth across different environments within a unified
model, and present a self-supervised learning framework called PromptMono. It
employs a set of learnable parameters as visual prompts to capture
domain-specific knowledge. To integrate prompting information into image
representations, a novel gated cross prompting attention (GCPA) module is
proposed, which enhances the depth estimation in diverse conditions. We
evaluate the proposed PromptMono on the Oxford Robotcar dataset and the
nuScenes dataset. Experimental results demonstrate the superior performance of
the proposed method.",http://arxiv.org/abs/2501.13796v1
"Training-Free Zero-Shot Temporal Action Detection with Vision-Language
  Models",Chaolei Han; Hongsong Wang; Jidong Kuang; Lei Zhang; Jie Gui,2025-01-23,cs.CV,"Existing zero-shot temporal action detection (ZSTAD) methods predominantly
use fully supervised or unsupervised strategies to recognize unseen activities.
However, these training-based methods are prone to domain shifts and require
high computational costs, which hinder their practical applicability in
real-world scenarios. In this paper, unlike previous works, we propose a
training-Free Zero-shot temporal Action Detection (FreeZAD) method, leveraging
existing vision-language (ViL) models to directly classify and localize unseen
activities within untrimmed videos without any additional fine-tuning or
adaptation. We mitigate the need for explicit temporal modeling and reliance on
pseudo-label quality by designing the LOGarithmic decay weighted
Outer-Inner-Contrastive Score (LogOIC) and frequency-based Actionness
Calibration. Furthermore, we introduce a test-time adaptation (TTA) strategy
using Prototype-Centric Sampling (PCS) to expand FreeZAD, enabling ViL models
to adapt more effectively for ZSTAD. Extensive experiments on the THUMOS14 and
ActivityNet-1.3 datasets demonstrate that our training-free method outperforms
state-of-the-art unsupervised methods while requiring only 1/13 of the runtime.
When equipped with TTA, the enhanced method further narrows the gap with fully
supervised methods.",http://arxiv.org/abs/2501.13795v1
"Unveiling the Power of Noise Priors: Enhancing Diffusion Models for
  Mobile Traffic Prediction",Zhi Sheng; Yuan Yuan; Jingtao Ding; Yong Li,2025-01-23,cs.LG,"Accurate prediction of mobile traffic, \textit{i.e.,} network traffic from
cellular base stations, is crucial for optimizing network performance and
supporting urban development. However, the non-stationary nature of mobile
traffic, driven by human activity and environmental changes, leads to both
regular patterns and abrupt variations. Diffusion models excel in capturing
such complex temporal dynamics due to their ability to capture the inherent
uncertainties. Most existing approaches prioritize designing novel denoising
networks but often neglect the critical role of noise itself, potentially
leading to sub-optimal performance. In this paper, we introduce a novel
perspective by emphasizing the role of noise in the denoising process. Our
analysis reveals that noise fundamentally shapes mobile traffic predictions,
exhibiting distinct and consistent patterns. We propose NPDiff, a framework
that decomposes noise into \textit{prior} and \textit{residual} components,
with the \textit{prior} derived from data dynamics, enhancing the model's
ability to capture both regular and abrupt variations. NPDiff can seamlessly
integrate with various diffusion-based prediction models, delivering
predictions that are effective, efficient, and robust. Extensive experiments
demonstrate that it achieves superior performance with an improvement over
30\%, offering a new perspective on leveraging diffusion models in this domain.",http://arxiv.org/abs/2501.13794v1
"Local Steps Speed Up Local GD for Heterogeneous Distributed Logistic
  Regression",Michael Crawshaw; Blake Woodworth; Mingrui Liu,2025-01-23,cs.LG,"We analyze two variants of Local Gradient Descent applied to distributed
logistic regression with heterogeneous, separable data and show convergence at
the rate $O(1/KR)$ for $K$ local steps and sufficiently large $R$ communication
rounds. In contrast, all existing convergence guarantees for Local GD applied
to any problem are at least $\Omega(1/R)$, meaning they fail to show the
benefit of local updates. The key to our improved guarantee is showing progress
on the logistic regression objective when using a large stepsize $\eta \gg
1/K$, whereas prior analysis depends on $\eta \leq 1/K$.",http://arxiv.org/abs/2501.13790v1
Parameter-Efficient Fine-Tuning for Foundation Models,Dan Zhang; Tao Feng; Lilong Xue; Yuandong Wang; Yuxiao Dong; Jie Tang,2025-01-23,"cs.CL, cs.AI, cs.LG","This survey delves into the realm of Parameter-Efficient Fine-Tuning (PEFT)
within the context of Foundation Models (FMs). PEFT, a cost-effective
fine-tuning technique, minimizes parameters and computational complexity while
striving for optimal downstream task performance. FMs, like ChatGPT, DALL-E,
and LLaVA specialize in language understanding, generative tasks, and
multimodal tasks, trained on diverse datasets spanning text, images, and
videos. The diversity of FMs guides various adaptation strategies for PEFT.
Therefore, this survey aims to provide a comprehensive overview of PEFT
techniques applied to diverse FMs and address critical gaps in understanding
the techniques, trends, and applications. We start by providing a detailed
development of FMs and PEFT. Subsequently, we systematically review the key
categories and core mechanisms of PEFT across diverse FMs to offer a
comprehensive understanding of trends. We also explore the most recent
applications across various FMs to demonstrate the versatility of PEFT,
shedding light on the integration of systematic PEFT methods with a range of
FMs. Furthermore, we identify potential research and development directions for
improving PEFTs in the future. This survey provides a valuable resource for
both newcomers and experts seeking to understand and use the power of PEFT
across FMs. All reviewed papers are listed at
\url{https://github.com/THUDM/Awesome-Parameter-Efficient-Fine-Tuning-for-Foundation-Models}.",http://arxiv.org/abs/2501.13787v1
